file;source;attribution
ghostbike.jpg;https://de.wikipedia.org/wiki/Geisterrad#/media/Datei:Berlin_ghostbike.jpg;Von Bukk - Eigenes Werk, Gemeinfrei, https://commons.wikimedia.org/w/index.php?curid=7051133
